orf_name,standard_name,desc
YBR018C,GAL7,Galactose-1-phosphate uridyl transferase synthesizes glucose-1-phosphate and UDP-galactose from UDP-D-glucose and alpha-D-galactose-1-phosphate in the second step of galactose catabolism
YBR019C,GAL10,UDP-glucose-4-epimerase catalyzes the interconversion of UDP-galactose and UDP-D-glucose in galactose metabolism; also catalyzes the conversion of alpha-D-glucose or alpha-D-galactose to their beta-anomers
YBR020W,GAL1,Galactokinase phosphorylates alpha-D-galactose to alpha-D-galactose-1-phosphate in the first step of galactose catabolism; expression regulated by Gal4p
YBR021W,FUR4,Uracil permease localized to the plasma membrane; expression is tightly regulated by uracil levels and environmental cues
YBR023C,CHS3,Chitin synthase III catalyzes the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for synthesis of the majority of cell wall chitin the chitin ring during bud emergence and spore wall chitosan
YBR026C,ETR1,2-enoyl thioester reductase member of the medium chain dehydrogenase/reductase family; localized to in mitochondria where it has a probable role in fatty acid synthesis
YBR029C,CDS1,Phosphatidate cytidylyltransferase (CDP-diglyceride synthetase); an enzyme that catalyzes that conversion of CTP + phosphate into diphosphate + CDP-diaclglyerol a critical step in the synthesis of all major yeast phospholipids
YBR030W,RKM3,Ribosomal lysine methyltransferase specific for monomethylation of Rpl42ap and Rpl42bp (lysine 40); nuclear SET domain containing protein
YBR034C,HMT1,Nuclear SAM-dependent mono- and asymmetric arginine dimethylating methyltransferase that modifies hnRNPs including Npl3p and Hrp1p affecting their activity and nuclear export; methylates U1 snRNP protein Snp1p and ribosomal protein Rps2p
YBR035C,PDX3,Pyridoxine (pyridoxamine) phosphate oxidase has homologs in E. coli and Myxococcus xanthus; transcription is under the general control of nitrogen metabolism
YBR036C,CSG2,Endoplasmic reticulum membrane protein required for mannosylation of inositolphosphorylceramide and for growth at high calcium concentrations
YBR037C,SCO1,Copper-binding protein of the mitochondrial inner membrane required for cytochrome c oxidase activity and respiration; may function to deliver copper to cytochrome c oxidase; has similarity to thioredoxins
YBR038W,CHS2,Chitin synthase II; catalyzes transfer of N-acetylglucosamine (GlcNAc) to chitin upon activation of zymogenic form; required for chitin synthesis in the primary septum during cytokinesis; localization regulated by Cdk1p during mitosis
YBR039W,ATP3,Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase which is a large evolutionarily conserved enzyme complex required for ATP synthesis
YBR040W,FIG1,Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system which affects intracellular signaling and cell-cell fusion during mating
YBR041W,FAT1,Very long chain fatty acyl-CoA synthetase and long chain fatty acid transporter; activates imported fatty acids with a preference for very long lengths (C20-C26); has a separate function in the transport of long chain fatty acids
YBR043C,QDR3,Multidrug transporter of the major facilitator superfamily has a role in polyamine homeostasis; expression is upregulated under polyamine stress; required for resistance to quinidine barban cisplatin and bleomycin
YBR044C,TCM62,Protein involved in the assembly of the mitochondrial succinate dehydrogenase complex; putative chaperone
YBR045C,GIP1,Meiosis-specific regulatory subunit of the Glc7p protein phosphatase regulates spore wall formation and septin organization required for expression of some late meiotic genes and for normal localization of Glc7p
YBR046C,ZTA1,NADPH-dependent quinone reductase GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin
YBR048W,RPS11B,Protein component of the small (40S) ribosomal subunit; identical to Rps11Ap and has similarity to E. coli S17 and rat S11 ribosomal proteins
YBR055C,PRP6,Splicing factor component of the U4/U6-U5 snRNP complex
YBR057C,MUM2,Cytoplasmic protein essential for meiotic DNA replication and sporulation; interacts with Orc2p which is a component of the origin recognition complex
YBR058C,UBP14,Ubiquitin-specific protease that specifically disassembles unanchored ubiquitin chains; involved in fructose-16-bisphosphatase (Fbp1p) degradation; similar to human isopeptidase T
YBR058C-A,TSC3,Protein that stimulates the activity of serine palmitoyltransferase (Lcb1p Lcb2p) several-fold; involved in sphingolipid biosynthesis
YBR059C,AKL1,Ser-Thr protein kinase member (with Ark1p and Prk1p) of the Ark kinase family; involved in endocytosis and actin cytoskeleton organization
YBR060C,ORC2,Subunit of the origin recognition complex which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing; interacts with Spp1p and with trimethylated histone H3; phosphorylated by Cdc28p
YBR061C,TRM7,2'-O-ribose methyltransferase methylates the 2'-O-ribose of nucleotides at positions 32 and 34 of the tRNA anticodon loop
YBR065C,ECM2,Pre-mRNA splicing factor facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome function may be regulated by Slu7p
YBR066C,NRG2,Transcriptional repressor that mediates glucose repression and negatively regulates filamentous growth; has similarity to Nrg1p
YBR067C,TIP1,Major cell wall mannoprotein with possible lipase activity; transcription is induced by heat- and cold-shock; member of the Srp1p/Tip1p family of serine-alanine-rich proteins
YBR068C,BAP2,High-affinity leucine permease functions as a branched-chain amino acid permease involved in the uptake of leucine isoleucine and valine; contains 12 predicted transmembrane domains
YBR069C,TAT1,Amino acid transport protein for valine leucine isoleucine and tyrosine low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance
YBR070C,ALG14,Component of UDP-GlcNAc transferase required for the second step of dolichyl-linked oligosaccharide synthesis; anchors the catalytic subunit Alg13p to the ER membrane; similar to bacterial and human glycosyltransferases
YBR072W,HSP26,Small heat shock protein (sHSP) with chaperone activity; forms hollow sphere-shaped oligomers that suppress unfolded proteins aggregation; oligomer activation requires heat-induced conformational change; also has mRNA binding activity
YBR073W,RDH54,DNA-dependent ATPase stimulates strand exchange by modifying the topology of double-stranded DNA; involved in recombinational repair of DNA double-strand breaks during mitosis and meiosis; proposed to be involved in crossover interference
YBR077C,SLM4,Component of the EGO complex which is involved in the regulation of microautophagy and of the GSE complex which is required for proper sorting of amino acid permease Gap1p; gene exhibits synthetic genetic interaction with MSS4
YBR078W,ECM33,GPI-anchored protein of unknown function has a possible role in apical bud growth; GPI-anchoring on the plasma membrane crucial to function; phosphorylated in mitochondria; similar to Sps2p and Pst1p
YBR079C,RPG1,eIF3a subunit of the core complex of translation initiation factor 3 (eIF3) essential for translation; part of a Prt1p-Rpg1p-Nip1p subcomplex that stimulates binding of mRNA and tRNA(i)Met to ribosomes; involved in translation reinitiation
YBR080C,SEC18,ATPase required for vesicular transport between ER and Golgi the 'priming' step in homotypic vacuole fusion autophagy and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian NSF
YBR081C,SPT7,Subunit of the SAGA transcriptional regulatory complex involved in proper assembly of the complex; also present as a C-terminally truncated form in the SLIK/SALSA transcriptional regulatory complex
YBR082C,UBC4,Ubiquitin-conjugating enzyme (E2) mediates degradation of abnormal or excess proteins including calmodulin and histone H3; interacts with many SCF ubiquitin protein ligases; component of the cellular stress response
YBR083W,TEC1,Transcription factor required for full Ty1 expression Ty1-mediated gene activation and haploid invasive and diploid pseudohyphal growth; TEA/ATTS DNA-binding domain family member
YBR084W,MIS1,Mitochondrial C1-tetrahydrofolate synthase involved in interconversion between different oxidation states of tetrahydrofolate (THF); provides activities of formyl-THF synthetase methenyl-THF cyclohydrolase and methylene-THF dehydrogenase
YBR085W,AAC3,Mitochondrial inner membrane ADP/ATP translocator exchanges cytosolic ADP for mitochondrially synthesized ATP; expressed under anaerobic conditions; similar to Pet9p and Aac1p; has roles in maintenance of viability and in respiration
YBR086C,IST2,Plasma membrane protein that may be involved in osmotolerance localizes to the mother cell in small-budded cells and to the bud in medium- and large-budded cells; mRNA is transported to the bud tip by an actomyosin-driven process
YBR087W,RFC5,Subunit of heteropentameric Replication factor C (RF-C) which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon
YBR088C,POL30,Proliferating cell nuclear antigen (PCNA) functions as the sliding clamp for DNA polymerase delta; may function as a docking site for other proteins required for mitotic and meiotic chromosomal DNA replication and for DNA repair
YBR089C-A,NHP6B,High-mobility group (HMG) protein that binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Ap; homologous to mammalian HMGB1 and HMGB2
YBR091C,TIM12,Essential protein of the inner mitochondrial membrane peripherally localized; component of the TIM22 complex which is a twin-pore translocase that mediates insertion of numerous multispanning inner membrane proteins
YBR092C,PHO3,Constitutively expressed acid phosphatase similar to Pho5p; brought to the cell surface by transport vesicles; hydrolyzes thiamin phosphates in the periplasmic space increasing cellular thiamin uptake; expression is repressed by thiamin
YBR093C,PHO5,Repressible acid phosphatase (1 of 3) that also mediates extracellular nucleotide-derived phosphate hydrolysis; secretory pathway derived cell surface glycoprotein; induced by phosphate starvation and coordinately regulated by PHO4 and PHO2
YBR094W,PBY1,Putative tubulin tyrosine ligase associated with P-bodies
YBR095C,RXT2,Subunit of the histone deacetylase Rpd3L complex; possibly involved in cell fusion and invasive growth
YBR097W,VPS15,Myristoylated serine/threonine protein kinase involved in vacuolar protein sorting; functions as a membrane-associated complex with Vps34p; active form recruits Vps34p to the Golgi membrane; interacts with the GDP-bound form of Gpa1p
YBR098W,MMS4,Subunit of the structure-specific Mms4p-Mus81p endonuclease that cleaves branched DNA; involved in recombination DNA repair and joint molecule formation/resolution during meiotic recombination
